"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"Age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio.";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTimes60.89DaysPastDueNotWorse";"NumberOfDependents"
"114509";0;0.01052488;88;0;0.011497126;4000;13;0;0;0;0
"5695";0;0.308857301;31;0;0.07447646;6350;8;1;0;1;0
"149392";0;0.129889239;70;0;0.389085607;4800;11;0;2;0;0
"27287";0;0.529821204;36;0;0.539275651;14550;11;0;7;0;2
"80209";0;0.54931071;27;1;0.388098999;3797;5;0;1;0;2
"78602";0;0.971503562;31;0;0.403514087;3300;7;0;0;0;3
"86210";0;0.217470414;66;0;0.298459043;3698;12;0;0;0;0
"14161";0;0.01793805;72;0;0.00879824;5000;6;0;0;0;0
"64694";0;0.9999999;49;0;0;8035;0;0;0;0;4
"129528";0;0.041866776;74;0;0.117875792;9000;11;0;2;0;0
"95455";0;0.116663889;52;0;0.130241974;10372;6;0;1;0;2
"18563";0;0.009810076;57;0;0.06617234;8900;9;0;0;0;2
"48537";0;0;49;1;0.226540811;1800;8;0;0;0;0
"96677";1;1.064701125;37;2;0.311034218;2600;5;0;0;4;0
"130821";0;0.091278398;35;0;0.034386246;2500;7;0;0;0;0
"1122";0;0.125014705;66;2;0.404638145;2500;4;0;1;0;0
"55819";0;1.062645785;50;2;0.179031796;3490;8;1;0;1;1
"25943";0;0.014861093;73;1;0.357924798;2100;8;0;1;0;0
"93258";0;0.068929544;34;0;0.250479846;2083;6;0;0;0;1
"126736";0;0.232671242;71;0;0.182082043;5167;7;0;1;0;0
"41149";0;0.007975362;72;0;0.16300349;10600;7;0;2;0;0
"26290";0;0.946131734;51;0;0.334000667;2996;3;0;0;0;3
"133799";0;0.152474886;53;0;0.131920904;3539;10;0;0;0;0
"79812";0;0.024176643;56;0;0.417194269;3000;5;0;1;0;0
"121826";0;0.059456481;47;0;0.260301553;22350;10;0;2;0;1
"92076";1;0;51;4;0.448131955;5031;5;0;1;1;0
"35806";0;0.573628425;50;0;0.582854286;4000;10;0;2;0;1
"76712";0;0.028705207;68;0;0.004319654;8333;3;0;0;0;0
"5068";0;0.475416223;53;0;2.365192582;700;8;0;1;0;0
"142108";0;0.9999999;35;2;0.422743216;5416;10;0;2;0;2
"65074";1;1.447761194;51;0;0.005661713;1412;1;0;0;0;0
"61423";0;0.542594321;34;0;0.149173395;2600;6;0;0;0;0
"140797";0;0;29;0;0.506940428;3457;6;0;1;0;0
"92740";0;0.003950799;86;0;0.002427878;7001;10;0;0;0;0
"120456";0;0;63;0;0.166666667;5051;4;0;1;0;1
"14886";0;0.07954909;49;0;0.37602269;9166;16;0;2;0;3
"149781";0;0.037958482;57;0;0.1612561;9425;5;0;2;0;3
"9979";0;0.135601695;59;4;0.872020895;6125;8;0;2;0;0
"32855";0;0.388225767;80;0;0.065786843;5000;6;0;0;0;0
"52701";0;0;64;0;0.684846832;11000;12;0;1;0;2
"42466";0;0.012059081;62;0;0.182837051;9100;5;0;1;0;1
"45251";0;0.133721657;75;0;0.031752332;5038;4;0;0;0;0
"130668";0;0.366551498;48;0;0.792157703;4666;15;0;2;0;0
"146773";0;0.113057663;59;0;0.422435215;8450;18;0;2;0;0
"148516";0;0.136891134;56;0;18.0830227;2950;11;0;1;0;1
"118507";0;0.235260664;46;1;0.085879347;9000;4;0;0;0;4
"8770";0;0.162990002;33;0;0.132384126;3300;5;0;0;0;0
"111885";0;0.05067498;78;0;0.017483716;2916;5;0;0;0;0
"108256";0;0.10530566;80;0;0.143104944;5764;14;0;0;0;1
"111979";0;0.997200373;64;0;0.039922657;17583;3;0;0;0;0
"68159";0;0.480651935;59;0;0.157901639;7624;4;0;1;0;0
"88955";0;0.070339893;39;0;0.436525078;8333;13;0;2;0;2
"26441";0;0.016569062;29;1;0.312171957;4000;3;0;1;0;0
"128533";0;0.91558682;49;1;0.034437663;2293;3;0;0;0;0
"115330";0;0.172785933;53;0;0.177047867;14978;7;0;1;0;1
"109805";0;0.004972238;68;0;13.34318483;6800;4;0;1;0;0
"61834";0;0.317233689;50;1;0.55134347;4800;11;0;1;0;1
"127734";0;0.096375954;50;0;0.417689093;7416;10;0;2;0;2
"21593";0;0.205265777;46;0;0.326764228;15374;28;0;3;0;0
"122840";0;0;50;0;0.31511907;10833;15;0;1;0;0
"92983";0;0.340432978;53;0;0.318719354;3466;5;0;0;0;2
"83647";0;0.020476838;34;0;0.168795114;1800;6;0;1;0;0
"11125";0;0.038191752;77;0;0.020829862;6000;11;0;0;0;0
"80298";0;0.898315703;70;0;0.512953368;5210;14;0;1;0;0
"61176";1;0.9999999;33;1;0.154400918;6100;10;2;0;1;0
"98101";0;0.835174187;39;0;0.851285099;6730;25;0;2;0;1
"2839";0;0.028567196;45;0;0.518330309;8264;12;0;2;0;2
"117385";0;0.039998671;60;0;0.12202326;10833;8;0;1;0;0
"84820";0;0.020559036;70;3;0.23516767;4651;9;0;1;0;0
"48182";1;0.836938738;40;5;0.149403641;4778;10;5;0;5;0
"123580";0;0.066785903;56;0;0.563696919;20416;6;0;3;0;0
"140897";0;0.901972601;35;0;0.613186541;8083;12;0;1;0;0
"63601";0;0.013183494;50;0;0.240687679;5583;10;0;2;0;5
"101024";0;0.9999999;48;0;0.216534071;2890;6;0;0;0;0
"126940";0;0;58;1;0.188937021;3000;15;0;0;0;0
"144573";0;0.142633547;70;0;0.277790304;4434;7;0;1;0;0
"122640";0;0;41;1;0.461446145;3332;10;0;1;0;1
"94810";0;0.639438417;32;0;0.847860044;3200;11;0;2;0;0
"113242";0;0.035502235;61;0;0.111585122;7500;8;0;1;0;0
"75155";0;0.284333538;68;0;0.478822032;5500;14;0;2;0;1
"146301";0;0.278252617;47;0;0.721078057;3932;20;0;2;0;0
"8748";0;0.603284262;49;0;0.525951557;8958;18;0;2;0;0
"143482";0;0;51;1;0.424974481;5877;7;0;2;0;3
"13156";0;0.089129412;85;0;0.2161982;9000;19;0;1;0;0
"141165";0;0.100901056;42;0;0.423510927;7000;11;0;3;0;0
"137277";0;0.026930392;36;0;0.349958089;9543;19;0;3;0;0
"10024";0;0;43;0;0.00079968;2500;5;0;0;0;0
"54300";0;0.101129862;72;0;0.118303571;3583;11;1;0;0;1
"56769";0;0.391863322;44;0;0.471808166;10800;8;0;2;0;0
"12493";1;0.9999999;44;0;0.003792188;2636;0;2;0;0;1
"112362";0;0.00584465;80;0;0.008531058;3750;13;0;0;0;0
"149380";0;0.105286926;50;0;0.301334933;6666;7;0;1;0;0
"47172";0;0.029244011;52;0;0.317976867;5100;11;0;1;0;0
"136586";0;0.735740983;58;0;0.294783802;2913;3;0;0;0;0
"47443";0;0.097295544;47;0;0.244484583;7750;6;0;1;0;3
"122606";0;0.119244038;42;0;0.09296592;45833;5;0;2;0;0
"103234";0;0.9999999;68;0;0.070881013;9000;4;0;0;0;0
"67383";0;0.9999999;51;1;0.117840309;7000;1;3;0;0;3
"21906";0;0.08219863;43;0;0.121362621;30000;15;0;1;0;2
"26843";0;0.024365339;53;0;0.378909493;10838;14;0;2;0;2
"88236";0;0.053021886;32;0;0.11753477;3666;10;0;0;0;0
"56210";0;0.593991927;54;1;1.028276123;23800;17;1;9;0;1
"53566";0;0.135651519;50;0;0.147419814;14746;19;0;1;0;2
"138877";0;0.008998959;62;0;0.238626896;6000;27;0;1;0;0
"91237";0;0.401644962;37;0;0.825034993;5000;20;0;6;0;0
"27282";0;0.862713729;25;0;0.274362819;2000;3;0;0;0;0
"14202";0;0.062513871;36;0;2068;0;7;0;2;0;7
"82651";0;0.265564591;39;0;0.19908899;9000;4;0;0;0;3
"65398";0;0;70;0;0.146173431;13353;7;0;2;0;0
"104653";0;0.069438631;49;0;0.299699984;6332;2;0;1;0;1
"147444";0;0.313517447;69;0;0.170117118;8452;8;0;1;1;0
"101555";0;0.093717072;40;0;0.678392873;11000;5;0;2;0;2
"52353";0;0.125810099;47;0;0.661186424;10400;10;0;2;0;2
"42313";1;0.619557459;24;0;0.009024644;2880;1;0;0;0;0
"15172";0;0.41740918;56;0;0.423842345;10300;15;0;2;0;0
"30869";0;0.247876076;64;0;0.575815282;4200;16;0;2;0;1
"123764";0;0.056225359;43;0;0.004792596;6050;1;0;0;0;1
"61731";0;0.656343656;23;0;0.011867583;1600;1;0;0;0;1
"101127";0;0.029322725;47;1;0.259557344;6460;16;0;1;0;1
"120141";0;0;51;0;0.31760749;11000;3;0;1;0;2
"37621";0;0.170294857;46;0;0.348421053;6649;8;0;2;0;2
"11154";0;0.9999999;40;0;1;0;1;0;0;0;0
"82482";0;0.309670512;53;0;7.058941059;1000;10;0;2;0;3
"1609";0;0.918342055;33;0;0.270289344;2833;4;1;0;2;0
"70763";0;0.544498565;62;3;0.282332921;6463;12;0;2;1;1
"112882";0;0.004925791;73;0;0.003926582;10950;27;0;0;0;0
"115581";0;0.059460829;63;0;0.404711465;11800;11;0;4;0;1
"19816";0;0.973766249;34;0;0.318170457;4000;5;0;0;0;2
"20312";0;0.007466778;32;0;0.036435169;5845;7;0;0;0;3
"75606";0;0.034660724;50;0;0.258484745;5833;7;0;1;0;0
"125475";0;0.246318843;56;0;0.212526218;20500;6;0;1;0;1
"144283";1;0.9999999;24;1;0.286698828;1450;1;0;0;0;0
"140570";0;0.976808022;48;1;0.361383045;4800;14;0;0;0;1
"31534";0;0.007292156;60;0;0.451993736;8300;8;0;3;0;0
"74578";0;0;22;0;0;898;1;0;0;0;0
"118490";0;0.019867259;77;0;0.141882009;2050;7;0;0;0;0
"16620";1;0.48930214;60;0;0.386519945;2907;9;0;1;0;0
"16767";0;0.609223699;50;0;0.262529213;3850;7;0;0;0;1
"129162";0;1.09017287;66;4;0.552182163;1053;13;1;0;2;0
"61577";0;0.9999999;54;0;0.10745953;12292;8;0;0;0;1
"30960";0;0.9999999;44;1;0.138939671;3828;1;1;0;1;0
"130444";0;0.185666958;41;0;0.251218598;8000;11;0;2;0;1
"129983";0;0.074934839;78;0;0.081989751;8000;19;0;0;0;1
"115640";0;0.526031598;59;0;0.229108357;2500;5;0;0;0;1
"40379";0;0.483561596;58;0;0.368550577;11783;11;0;1;0;3
"147679";0;0.544218909;66;0;0.541458369;5800;8;0;2;0;0
"74820";1;0.9999999;39;0;0;3431;0;2;0;1;1
"75213";0;0.057811792;42;0;0.591467931;6750;17;0;0;0;1
"54341";0;0.055823153;34;0;0.755212796;3500;8;0;1;0;2
"130362";0;0.756802019;37;0;0.394218942;3251;5;0;0;0;0
"34717";0;0.101347363;72;0;0.077550167;4783;6;0;1;0;1
"7684";0;0.020113704;48;0;0.12999323;4430;15;0;0;0;4
"75897";0;0.46035976;51;1;0.005126891;3900;2;0;0;1;3
"71127";0;0.025499203;36;0;0.856931608;2704;13;0;2;0;2
"46646";0;0.472957185;59;1;0.200358928;7800;7;0;1;0;1
"129650";0;0.35613735;52;5;0.220902328;8333;15;0;2;1;0
"8804";0;0.891021968;50;0;0.079120251;3500;6;0;0;0;0
"13484";0;0.329720663;48;0;0.257055314;6200;5;0;1;0;1
"63332";0;0.875708097;51;0;0.476633341;4300;4;0;2;0;0
"138625";0;0.024640413;61;0;0.380952381;2666;13;0;1;0;0
"74083";0;0.028269506;52;0;0.263289452;6000;5;0;1;0;2
"65970";0;0.208065125;68;0;0.440327238;6233;7;0;1;0;0
"140094";1;0.044358519;47;1;0.242679617;7000;18;0;2;0;2
"88267";0;0.187096258;48;0;0.240285084;5892;6;0;0;0;0
"19165";0;0.270571454;59;1;0.174527277;4600;13;0;0;0;1
"20749";0;0.457903089;36;0;0.679787954;8865;14;0;3;0;1
"15485";0;0.361621127;36;0;0.194309151;3900;6;0;0;0;0
"87054";0;0.462760546;61;0;0.124524598;8150;8;0;0;0;0
"77290";0;0.9999999;47;0;0.143003588;1950;0;0;0;0;0
"135732";0;0.01306021;54;0;0.029194161;5000;7;0;0;0;0
"109163";0;0.049445269;35;0;0.268974621;16666;18;0;1;0;0
"126606";0;0.123971107;62;0;0.178700658;12159;17;0;2;0;0
"140776";0;0.739642974;49;1;1.418639369;4688;16;0;2;0;0
"123545";0;0.000533319;50;0;0.325928458;8777;5;0;1;0;2
"64169";0;0.9999999;51;0;0;12100;9;1;0;0;2
"109673";0;0.011963201;86;0;0.145610278;2334;3;0;1;0;0
"116415";0;0.851527188;54;0;0.29772665;3650;17;0;0;1;0
"143087";0;0.124002744;71;3;0.041996;10500;11;0;0;0;0
"5262";0;0.066912436;31;1;0.651175358;3700;8;0;2;0;2
"118593";0;0.062210236;38;0;0.308714919;8800;8;0;2;0;0
"128042";0;0.037999457;59;0;0.295434739;14916;6;0;1;0;0
"45909";0;0.15784313;51;0;0.595854579;15100;13;0;4;0;2
"91387";0;0.62717283;52;1;0.387230396;7000;9;0;1;0;3
"88643";0;0.036106411;57;0;0.00839916;10000;7;0;0;0;2
"137637";0;0.265591771;68;0;0.461195293;13000;14;0;3;0;0
"111047";0;0.742745976;38;0;0.28161973;6000;9;0;0;0;0
"88433";0;0.534155129;56;0;0.339332905;14000;11;0;1;0;3
"102814";0;0.126536777;40;0;0.161528107;15600;10;0;1;0;2
"40710";0;0.593084763;54;0;0.327258922;3950;5;0;0;0;0
"5826";0;0.79114135;48;1;0.501687873;11552;6;0;4;0;0
"5622";0;0.029749781;89;0;0.020397669;5833;12;0;0;0;0
"15740";0;0.971805639;27;0;0.434885556;3800;4;0;1;0;0
"24407";0;0.37077874;51;0;0.35941063;5700;9;0;1;0;0
"97158";0;0.116324886;54;0;0.308917197;10047;7;0;1;0;1
"23281";0;0.97030297;37;2;0.336366363;10000;4;0;2;0;2
"130904";0;0.242424242;33;0;0.134792627;6075;3;0;1;0;0
"124447";0;0.313334372;41;0;0.156143218;20192;8;0;2;0;1
"85730";0;0.594060741;50;0;0.324615262;12540;5;0;1;0;3
"115362";0;0.036912621;62;0;0.17317691;7500;8;0;1;0;1
"112474";0;0.707129287;43;0;0.739948119;3083;8;0;2;0;0
"80131";0;0.881603901;45;0;0.740314921;4000;12;0;1;0;2
"113514";0;0.158880208;55;0;0.31504329;9239;11;0;2;0;0
"111641";0;0.20047997;40;1;0.769565217;2989;16;0;1;0;1
"93450";0;0.06441788;69;0;0.00990819;11000;5;0;0;0;0
"114120";0;0.154970385;33;0;0.190461908;3333;4;0;0;0;0
"131084";0;0.734308856;57;0;0.553383036;7108;12;0;1;0;0
"105656";0;0.009401118;76;0;0.009973149;2606;7;0;0;0;0
"109390";0;0.050718648;34;1;0.441679627;4500;7;0;2;0;1
"113852";0;0.016888514;59;0;0.049300061;4928;9;0;0;0;1
"41859";0;0.098173749;59;0;0.149318019;9750;9;0;1;0;0
"93197";0;0.123871318;64;0;0.039521104;16370;26;0;0;0;0
"126047";0;1.148335223;30;0;0.975609756;1680;16;0;0;0;0
"97247";0;0.9999999;48;0;0.021249469;2352;0;0;0;1;1
"126447";0;0.439423749;74;0;0.18867083;6725;7;0;0;0;2
"22018";1;0.069682744;47;0;0.414296134;5483;13;3;2;0;2
"75409";0;0.267584412;26;0;0.16748112;2250;11;0;0;0;0
"56758";1;0.749287749;52;1;0.460643519;5500;5;1;1;0;0
"120746";0;0;44;0;0.468383443;7416;6;0;1;0;0
"47801";0;0.005261377;51;0;0.165772024;9500;14;0;1;0;1
"141354";0;0.014624315;60;0;0.380641578;7200;19;0;1;0;3
"124648";0;112;37;0;0.232450501;11666;2;0;1;0;4
"21662";0;0.002049898;62;0;0.000101698;9832;2;0;0;0;1
"49006";0;0.152843926;50;0;0.38869005;6984;11;0;2;0;0
"79822";0;0;29;0;8.03960396;100;2;0;0;0;0
"66934";0;0;30;0;0.079866889;3605;5;0;0;0;0
"4667";0;0.083925747;67;0;0.23244189;4000;7;0;1;0;0
"72630";0;0.574878855;68;0;0.306512647;10041;12;0;2;0;1
"43452";0;0.9999999;30;0;0;2441;0;0;0;0;0
"1741";0;0.044177962;31;0;0.33847981;5893;9;0;1;0;1
"25067";0;0.234573288;50;0;0.559078161;8200;12;0;3;0;2
"128707";0;0;56;0;0;1505;1;0;0;0;0
"82481";0;0.563579801;66;0;0.287485006;2500;6;0;0;0;0
"127793";0;0;69;0;0.406288788;4833;7;0;2;0;1
"93070";0;0.813721746;27;0;0.255184673;5062;5;0;0;0;1
"98244";0;0.045646388;55;0;0.220958751;13454;14;0;1;0;0
"147321";0;0.030005728;50;0;0.296116505;13595;12;0;2;0;2
"134643";0;0.085639231;66;0;0.252084604;9833;14;0;2;0;1
"94374";0;0.84739202;41;0;0.315319549;4255;6;0;0;0;0
"97781";0;0.076348633;63;0;0.47805965;5833;11;0;2;0;3
"80363";0;0;78;0;0.000344709;2900;8;0;0;0;0
"40540";0;0.825490908;62;0;0.416647291;4300;13;0;1;0;0
"3022";0;0.629168797;44;0;0.583633309;4166;7;2;1;0;0
"129786";0;0.9999999;59;0;0.223375625;2600;1;0;0;0;1
"14305";0;0.021619706;92;0;0.343154762;3359;8;0;1;0;1
"62764";0;0.162986251;43;0;0.291341732;5000;7;0;1;0;0
"124466";0;0;25;0;0.639464068;820;4;0;0;0;0
"20204";0;0.062626782;49;1;0.401399844;9000;5;0;3;0;2
"35490";0;0.109331446;58;0;0.197840288;7500;8;0;2;0;0
"113719";0;0.028189134;60;0;0.456043517;12500;8;0;3;0;1
"141934";0;0.006247397;29;1;0.317841079;2000;7;0;0;0;0
"11756";0;0;58;0;0.110723732;8317;5;0;2;0;1
"54347";0;0.004203368;65;0;0.106927011;2150;7;0;0;0;0
"35867";0;0.787304954;33;0;0.196691511;5500;8;0;0;0;2
"15921";0;0.011419438;42;0;1.968976684;15439;15;0;2;0;2
"134613";0;0;69;0;1.31980384;9583;22;0;9;0;0
"127993";0;0.053389227;62;0;645;0;19;0;0;0;0
"18551";0;0.814141893;62;0;0.721873215;1750;6;0;1;0;0
"123586";0;1.035249119;46;0;0.118993135;15731;4;0;0;0;4
"74679";0;0;51;0;0;5053;2;0;0;0;0
"12286";0;0.061660417;46;0;0.22484832;11042;12;0;3;0;0
"109448";0;0.066143755;35;0;0.41551207;7000;8;0;2;0;4
"90147";0;0.611902381;44;0;0.522134351;11000;8;0;1;0;1
"2550";0;0.423639586;39;0;0.15797684;33333;10;0;2;0;2
"35563";0;0.00867811;68;0;0.311104121;3178;13;0;1;0;0
"123886";1;0.149409101;48;1;0.46096832;8364;15;0;2;0;2
"53339";0;0.330900644;74;0;0.392459297;3500;8;0;1;0;0
"99337";1;0.941071872;34;0;1.082804046;4250;12;0;2;0;1
"29202";0;0.637151936;42;1;1.587930727;5600;20;0;5;0;1
"67162";0;0;53;0;0.201612903;5083;9;0;0;0;0
"67206";0;0.932616367;29;1;0.179984072;3766;6;0;0;0;1
"25432";0;0.433910381;27;0;1.210457516;764;5;0;0;0;0
"81301";0;0.064297075;62;4;0.278544291;5000;11;0;1;0;0
"56459";0;0.874217146;60;0;0.249763183;6333;8;0;1;0;2
"77220";0;0.819027921;27;0;0.014197161;5000;2;0;0;1;0
"137348";0;0.048618923;38;0;0.001641546;6700;2;0;0;0;0
"61258";0;0.069523262;56;0;0.582393755;6917;13;0;4;0;0
"30090";0;0.428103981;30;0;0.130729006;3250;4;0;0;0;0
"44544";0;0.005512173;28;1;0.203389831;6666;8;0;0;0;0
"113581";0;0.016157598;54;0;0.13228734;6500;12;0;1;0;1
"61963";0;0.0771958;62;5;2176;0;28;0;1;1;0
"77207";0;0.781711504;53;0;0.461908581;12469;10;0;3;0;2
"146641";0;0.361877656;59;1;0.538623069;6666;25;0;2;0;1
"36173";0;0.007201169;42;0;0.133497385;3250;11;0;1;0;0
"123783";0;0.061677533;32;0;0.015328224;3000;5;0;0;0;0
"77888";1;0.9999999;37;98;0;6000;0;98;0;98;1
"84902";0;0.146519124;64;0;2.551383399;1517;13;0;3;0;0
"93408";0;0.024574386;77;0;29;0;2;0;0;0;0
"75397";0;0.004311113;46;0;0.353835151;5592;10;0;2;0;3
"42684";0;0.037717615;56;0;0.092888515;10700;8;0;1;0;0
"109085";0;0.030398427;80;0;0.298340332;5000;6;0;1;0;1
"123811";0;0.043139776;56;0;0.1738406;3600;3;0;1;0;0
"78142";0;0.515089637;39;0;0.555444887;3011;16;0;1;0;1
"105043";1;1.636655949;45;1;0.690761848;3333;3;4;1;0;1
"17563";0;3.722981914;59;0;0.117736892;13750;8;0;0;0;0
"77513";0;0.099717762;46;1;0.390534399;6380;19;0;1;0;0
"51255";0;0.99385802;46;0;0.411409599;3312;7;0;0;0;1
"72720";0;0.9999999;41;0;0.194800301;7961;2;2;0;4;0
"98350";0;0.235796147;30;0;0.712403599;3111;7;0;2;0;2
"69426";0;0.078618157;44;0;0.088134701;3800;6;0;0;0;3
"79048";0;1.078039927;28;0;0.065186963;5000;3;0;0;0;0
"23828";0;0.06432778;79;0;0.014384858;7924;8;0;0;0;0
"42400";0;0.52751648;66;0;0.016587565;84279;14;0;0;0;1
"129590";0;0.948144709;58;0;0.501669881;21258;18;0;3;0;0
"94826";0;0.621598691;55;2;0.726124229;6648;10;0;2;0;0
"134315";0;0.405189621;25;0;0.133993148;2626;2;0;0;0;0
"139516";0;0.810027139;31;0;0.187661406;3484;7;0;0;0;0
"41082";0;0.458848016;36;0;0.331111547;5100;5;0;1;0;2
"135871";0;0.649960368;32;0;0.226973684;3343;9;0;0;0;1
"69815";0;0.034203177;48;0;0.359092068;3920;10;0;2;0;0
"32895";0;0.022718328;68;1;0.058809608;8450;15;0;1;0;0
"12577";0;0.326863038;33;0;0.442275649;4200;5;0;2;0;2
"19688";1;0.197977352;59;0;0.708945549;4627;13;0;2;0;0
"96930";0;0.117288271;54;0;0.20460632;5600;4;0;1;0;2
"105481";0;0.477321969;49;0;6.006888124;9000;54;0;7;0;3
"27608";1;1.079607415;46;4;0.127104655;3028;9;1;0;0;4
"106573";0;0.999600016;65;0;0.564759347;4840;11;0;0;0;0
"5488";0;0.010851591;79;1;0.005387535;8166;16;0;0;0;0
"10575";0;0.516451609;67;2;0.996852872;5083;17;0;1;0;0
"12339";0;0.018765654;63;0;0.327066701;3882;9;0;1;0;1
"86877";0;0.065330898;72;0;0.042383047;2500;8;0;0;0;0
"57609";0;0.017737686;80;0;0.190545572;6176;6;0;0;0;0
"26261";0;0;35;0;0.308117353;7600;7;0;1;0;0
"126941";0;0.095080692;49;0;0.530823459;6666;13;0;1;0;1
"146781";0;0.000999958;35;0;0.139896373;3666;8;0;0;0;0
"59599";0;0.260566231;60;0;0.320854947;16000;13;0;1;0;0
"100336";0;0.323597818;55;0;0.226846644;5333;16;0;0;0;0
"75991";0;0.327420547;41;0;0.435112977;5000;4;0;1;0;0
"141670";0;0.120196566;61;0;0.240344957;8000;8;0;1;0;0
"23715";0;0.252511452;49;1;0.313766332;5280;7;0;2;0;0
"30325";0;0.9999999;42;0;0.487558652;7032;5;0;2;0;1
"90232";0;0.006318749;61;0;0.218529152;9055;9;0;2;0;1
"48764";0;0;36;0;0.069379238;1916;3;0;0;0;0
"102743";0;0.103948026;27;0;0.148553557;2557;4;0;0;0;0
"108150";0;0.580529467;60;0;0.352193995;5195;4;0;1;0;0
"149251";0;0.077145183;48;1;1.448441247;833;20;0;2;0;2
"25161";0;0;51;2;4.390214638;7500;8;0;1;0;0
"66878";0;0.021528145;53;0;0.137805081;6022;3;0;1;0;1
"36428";0;0.06637935;37;0;0.189364462;3083;5;0;0;0;0
"65812";0;0.04376811;53;0;0.225502333;10500;17;0;2;0;0
"6883";0;0.910032505;32;1;0.692763938;1685;7;0;0;0;1
"101112";0;0.262047549;60;0;0.360073555;8700;11;0;2;0;0
"94547";0;0.037717444;32;1;0.3424598;2300;8;0;1;0;0
"53667";0;0.000529766;78;0;0.558476395;1863;7;0;1;0;0
"123705";0;0.022694732;45;2;1380.5;1;19;0;1;2;0
"92021";0;0.388917191;55;0;0.456817898;8000;10;0;2;0;0
"86138";0;0.471855781;27;0;0.485966936;2600;7;0;0;0;1
"1980";1;0.909494725;23;0;0.149140344;2500;8;0;0;0;0
"96931";0;0.479840325;48;3;0.589938579;10256;12;0;2;0;5
"79865";0;0.047296641;55;0;0.273197543;9278;19;0;1;0;3
"91806";0;0;76;0;0;2276;6;0;0;0;0
"142888";0;0.712937824;36;0;0.807205453;5134;8;0;1;0;0
"78612";0;0.189710491;39;0;0.113168724;9233;10;0;1;0;2
"24864";0;0.126479791;57;0;0.42578125;3583;7;0;2;0;0
"145391";0;0.005443637;68;0;651;0;6;0;0;0;0
"68996";0;0.011555975;44;0;0.321984559;7900;11;0;2;0;0
"56055";0;0.002571061;31;0;0.894699311;4206;9;0;3;0;0
"61685";0;0.047152931;24;0;0.002471013;5260;2;0;0;0;0
"25379";0;0.763646543;71;1;0.511822139;8500;9;0;2;1;2
"120159";0;0.038398464;41;0;0.928601428;2380;3;0;1;0;2
"40655";0;0;71;4;0.168536829;9000;13;0;1;1;0
"43246";0;0;34;0;0.031869309;3733;2;0;0;0;2
"64755";0;0.183071368;59;0;0.350526134;11593;10;0;2;0;1
"132722";0;0;31;0;0.219289827;2083;3;0;0;0;0
"74900";0;0.000461503;70;0;0.114923747;1835;6;0;1;0;0
"3099";0;0.042471042;66;0;0.005947553;14795;13;0;0;0;1
"106234";0;0.120481928;59;0;0.17279543;2800;7;0;0;0;1
"8818";0;0.192402067;32;0;0.458075041;3064;8;0;1;0;0
"75922";0;0.121875125;62;0;0.197906444;9170;5;0;1;0;0
"77420";0;0.608414033;45;0;0.542415248;6400;14;0;2;0;2
"133937";0;0;50;0;0.18130803;9800;14;0;1;0;0
"8734";0;0.643944367;40;0;0.270636596;9000;9;0;0;0;0
"110895";0;0.875511112;43;0;0.897811918;4295;10;0;1;0;0
"39208";0;0;41;0;0.070755624;5200;2;0;0;0;2
"98664";0;0.050115639;45;0;0.29261745;8939;7;0;1;0;3
"95745";0;0.414958504;62;0;0.226341779;12352;5;0;1;0;2
"95093";0;0.378133672;47;0;0.135873707;9184;6;0;0;0;3
"745";0;0.084589254;76;0;0.044093178;1201;8;0;0;0;0
"130695";0;0.044584883;41;0;0.35699551;8240;5;0;1;0;0
"86636";0;0.574156875;43;0;0.923968633;5865;13;0;1;0;3
"145796";0;0.153709804;64;0;0.40086001;6278;16;0;2;0;1
"79458";0;0.028955263;44;0;0.180963572;850;6;0;0;0;2
"76211";0;0.035922156;63;0;0.005271278;7777;3;0;0;0;0
"118962";0;0.388398141;60;1;0.519502009;12690;20;0;2;0;0
"133922";0;0.05328946;48;0;0.225355368;8652;6;0;1;0;3
"45983";0;0;22;0;0;929;2;0;0;0;0
"68529";0;0.9999999;55;0;0.385726187;3600;8;0;2;0;0
"23635";1;0.9999999;35;2;0.362155689;4174;6;0;2;0;0
"128445";0;0.263473054;23;0;0.112565445;1527;2;0;0;0;0
"39108";0;0.938544767;74;0;1.341847935;5010;18;0;2;0;0
"104622";0;0.464210799;53;0;1.547726137;2000;15;0;2;0;0
"64044";1;0.739109153;29;3;0.094322551;4420;7;0;0;0;0
"42418";0;0.260806688;34;0;0.092272443;4800;7;0;0;0;0
"118791";0;0.28911861;73;0;0.620928185;7950;21;0;4;0;0
"122086";0;0.20728796;38;0;0.673431352;4828;14;0;1;0;0
"99873";0;0.001622395;60;1;0.304889818;12433;10;0;2;0;2
"21546";0;0.128954066;44;0;0.19487909;7029;5;0;1;0;1
"88518";0;0.191525068;43;0;0.604409857;3083;4;0;1;0;0
"77967";0;0.600739926;61;0;0.758659852;1760;5;0;1;0;1
"97307";0;0.0139565;52;0;0.184018852;4667;10;0;1;0;1
"128395";0;0.325896387;59;0;0.580195977;9694;18;0;2;0;1
"144737";1;0.122713019;52;1;2.359775141;1600;16;0;3;0;3
